# Time_stamp_start,Duration,Year,month,day,hour,min,second,num_of_detec_st,FG3S,FG8S,FG10S,FG11S,FG12S,FG13S,FG14S,FG16S
1552691003,3280,2019,3,15,23,3,23,3,1,0,0,0,1,0,0,0
1552696203,2410,2019,3,16,0,30,3,2,1,0,0,0,1,0,0,0
1552704183,870,2019,3,16,2,43,3,2,1,0,0,0,1,0,0,0
1552712473,1700,2019,3,16,5,1,13,2,1,0,0,0,1,0,0,0
1552714783,2060,2019,3,16,5,39,43,2,1,0,0,0,1,0,0,0
1552717403,860,2019,3,16,6,23,23,2,1,0,0,0,1,0,0,0
1552718683,4270,2019,3,16,6,44,43,2,1,0,0,0,1,0,0,0
1552723293,3800,2019,3,16,8,1,33,3,1,0,0,0,1,0,0,0
1552727503,1480,2019,3,16,9,11,43,3,1,1,0,0,1,0,0,0
1552731303,6910,2019,3,16,10,15,3,2,1,0,0,0,1,0,0,0
1552739483,8190,2019,3,16,12,31,23,2,1,0,0,0,1,0,0,0
1552750273,920,2019,3,16,15,31,13,2,1,0,0,0,1,0,0,0
1552752053,1320,2019,3,16,16,0,53,2,1,0,0,0,1,0,0,0
1552762193,1060,2019,3,16,18,49,53,2,1,0,0,0,1,0,0,0
1552786663,1230,2019,3,17,1,37,43,2,1,0,0,0,1,0,0,0
1552806293,1560,2019,3,17,7,4,53,2,1,0,0,0,1,0,0,0
1552808583,2960,2019,3,17,7,43,3,2,1,0,0,0,1,0,0,0
1552813893,890,2019,3,17,9,11,33,2,1,0,0,0,1,0,0,0
1552815303,1170,2019,3,17,9,35,3,2,1,0,0,0,1,0,0,0
1552822843,4540,2019,3,17,11,40,43,2,1,0,0,0,1,0,0,0
1552827913,1830,2019,3,17,13,5,13,2,1,0,0,0,1,0,0,0
1552831613,3910,2019,3,17,14,6,53,2,1,0,0,0,1,0,0,0
1552835863,4030,2019,3,17,15,17,43,2,1,0,0,0,1,0,0,0
1552840883,1760,2019,3,17,16,41,23,2,1,0,0,0,1,0,0,0
1552845193,3600,2019,3,17,17,53,13,2,1,0,0,0,1,0,0,0
1552851433,13490,2019,3,17,19,37,13,5,1,1,1,0,1,1,0,0
1552865683,1280,2019,3,17,23,34,43,2,1,0,0,0,1,0,0,0
1552867523,990,2019,3,18,0,5,23,2,1,0,0,0,1,0,0,0
1552901943,1240,2019,3,18,9,39,3,5,1,1,1,0,1,1,0,0
1552945493,730,2019,3,18,21,44,53,2,1,0,0,0,1,0,0,0
1552949643,1060,2019,3,18,22,54,3,4,1,1,1,0,1,0,0,0
1552958363,1150,2019,3,19,1,19,23,2,1,0,0,0,1,0,0,0
1552966843,810,2019,3,19,3,40,43,2,1,0,0,0,1,0,0,0
1552970623,900,2019,3,19,4,43,43,2,1,0,0,0,1,0,0,0
1552975873,3230,2019,3,19,6,11,13,2,1,0,0,0,1,0,0,0
1552980883,4040,2019,3,19,7,34,43,2,1,0,0,0,1,0,0,0
1552985613,12820,2019,3,19,8,53,33,3,1,1,0,0,1,0,0,0
1552998813,3210,2019,3,19,12,33,33,3,1,1,0,0,1,0,0,0
1553003153,2870,2019,3,19,13,45,53,2,1,0,0,0,1,0,0,0
1553009153,1840,2019,3,19,15,25,53,2,1,0,0,0,1,0,0,0
1553012123,1110,2019,3,19,16,15,23,2,1,0,0,0,1,0,0,0
1553017883,1640,2019,3,19,17,51,23,2,1,0,0,0,1,0,0,0
1553020493,4560,2019,3,19,18,34,53,4,1,0,0,0,1,0,0,0
1553026033,1240,2019,3,19,20,7,13,2,1,0,0,0,1,0,0,0
1553030893,5640,2019,3,19,21,28,13,2,1,0,0,0,1,0,0,0
1553038143,21330,2019,3,19,23,29,3,5,1,1,1,0,1,1,0,0
1553063373,3490,2019,3,20,6,29,33,5,1,1,1,0,1,1,0,0
1553077143,1550,2019,3,20,10,19,3,2,1,0,0,0,1,0,0,0
1553079033,1050,2019,3,20,10,50,33,2,1,0,0,0,1,0,0,0
1553086243,790,2019,3,20,12,50,43,2,1,0,0,0,1,0,0,0
1553089733,4650,2019,3,20,13,48,53,2,1,0,0,0,1,0,0,0
1553107113,750,2019,3,20,18,38,33,2,1,0,0,0,1,0,0,0
1553118773,1410,2019,3,20,21,52,53,2,1,0,0,0,1,0,0,0
1553121713,690,2019,3,20,22,41,53,2,1,0,0,0,1,0,0,0
1553122873,9350,2019,3,20,23,1,13,3,1,0,0,0,1,1,0,0
1553134093,1780,2019,3,21,2,8,13,2,1,0,0,0,1,0,0,0
1553145213,850,2019,3,21,5,13,33,2,1,0,0,0,1,0,0,0
1553147573,2010,2019,3,21,5,52,53,2,1,0,0,0,1,0,0,0
1553152883,1610,2019,3,21,7,21,23,2,1,0,0,0,1,0,0,0
1553156713,1590,2019,3,21,8,25,13,2,1,0,0,0,1,0,0,0
1553160043,3250,2019,3,21,9,20,43,3,1,1,0,0,1,0,0,0
1553164603,2200,2019,3,21,10,36,43,3,1,1,0,0,1,0,0,0
1553187663,3930,2019,3,21,17,1,3,2,1,0,0,0,1,0,0,0
1553195493,2990,2019,3,21,19,11,33,2,1,0,0,0,1,0,0,0
1553204183,1520,2019,3,21,21,36,23,2,1,0,0,0,1,0,0,0
1553211683,1020,2019,3,21,23,41,23,2,1,0,0,0,1,0,0,0
1553216623,2260,2019,3,22,1,3,43,2,1,0,0,0,1,0,0,0
1553231373,1570,2019,3,22,5,9,33,3,1,1,0,0,1,0,0,0
1553243753,2990,2019,3,22,8,35,53,2,1,0,0,0,1,0,0,0
1553249723,1450,2019,3,22,10,15,23,2,1,0,0,0,1,0,0,0
1553302643,2240,2019,3,23,0,57,23,2,1,0,0,0,1,0,0,0
1553305743,6670,2019,3,23,1,49,3,2,1,0,0,0,1,0,0,0
1553316373,1930,2019,3,23,4,46,13,2,1,0,0,0,1,0,0,0
1553340943,1660,2019,3,23,11,35,43,4,1,1,0,0,1,0,0,0
1553366573,950,2019,3,23,18,42,53,2,1,0,0,0,1,0,0,0
1553378553,3720,2019,3,23,22,2,33,2,1,0,0,0,1,0,0,0
1553386813,1850,2019,3,24,0,20,13,2,1,0,0,0,1,0,0,0
1553396143,5770,2019,3,24,2,55,43,2,1,0,0,0,1,0,0,0
1553403193,5270,2019,3,24,4,53,13,2,1,0,0,0,1,0,0,0
1553440713,1590,2019,3,24,15,18,33,2,1,0,0,0,1,0,0,0
1553452303,2170,2019,3,24,18,31,43,2,1,0,0,0,1,0,0,0
1553473563,830,2019,3,25,0,26,3,2,1,0,0,0,1,0,0,0
1553476163,4840,2019,3,25,1,9,23,2,1,0,0,0,1,0,0,0
1553481423,1920,2019,3,25,2,37,3,2,1,0,0,0,1,0,0,0
1553484993,1170,2019,3,25,3,36,33,2,1,0,0,0,1,0,0,0
1553491213,1050,2019,3,25,5,20,13,2,1,0,0,0,1,0,0,0
1553496273,1250,2019,3,25,6,44,33,2,1,0,0,0,1,0,0,0
1553508323,1290,2019,3,25,10,5,23,2,1,0,0,0,1,0,0,0
1553511243,780,2019,3,25,10,54,3,2,1,0,0,0,1,0,0,0
1553514793,3720,2019,3,25,11,53,13,2,1,0,0,0,1,0,0,0
1553519833,730,2019,3,25,13,17,13,2,1,0,0,0,1,0,0,0
1553521923,780,2019,3,25,13,52,3,2,1,0,0,0,1,0,0,0
1553525723,3880,2019,3,25,14,55,23,2,1,0,0,0,1,0,0,0
1553535433,2200,2019,3,25,17,37,13,2,1,0,0,0,1,0,0,0
1553540553,2390,2019,3,25,19,2,33,2,1,0,0,0,1,0,0,0
1553545693,1530,2019,3,25,20,28,13,2,1,0,0,0,1,0,0,0
1553555673,1610,2019,3,25,23,14,33,2,1,0,0,0,1,0,0,0
1553570823,1180,2019,3,26,3,27,3,2,1,0,0,0,1,0,0,0
1553584673,750,2019,3,26,7,17,53,2,1,0,0,0,1,0,0,0
1553596393,640,2019,3,26,10,33,13,2,1,0,0,0,1,0,0,0
1553603503,7840,2019,3,26,12,31,43,2,1,0,0,0,1,0,0,0
1553618323,730,2019,3,26,16,38,43,2,1,0,0,0,1,0,0,0
1553626223,3740,2019,3,26,18,50,23,2,1,0,0,0,1,0,0,0
1553633783,930,2019,3,26,20,56,23,2,1,0,0,0,1,0,0,0
1553639143,670,2019,3,26,22,25,43,2,1,0,0,0,1,0,0,0
1553640173,4270,2019,3,26,22,42,53,2,1,0,0,0,1,0,0,0
1553645193,2290,2019,3,27,0,6,33,2,1,0,0,0,1,0,0,0
1553651943,860,2019,3,27,1,59,3,2,1,0,0,0,1,0,0,0
1553654333,3240,2019,3,27,2,38,53,2,1,0,0,0,1,0,0,0
1553660503,1330,2019,3,27,4,21,43,2,1,0,0,0,1,0,0,0
1553663763,1680,2019,3,27,5,16,3,3,1,0,0,0,1,0,0,0
1553666103,1580,2019,3,27,5,55,3,2,1,0,0,0,1,0,0,0
1553668023,6100,2019,3,27,6,27,3,3,1,0,0,0,1,1,0,0
1553676923,1370,2019,3,27,8,55,23,2,1,0,0,0,1,0,0,0
1553681363,3450,2019,3,27,10,9,23,3,1,0,0,0,1,1,0,0
1553691103,2880,2019,3,27,12,51,43,2,1,0,0,0,1,0,0,0
1553735113,5130,2019,3,28,1,5,13,2,1,0,0,0,1,0,0,0
1553800713,840,2019,3,28,19,18,33,2,1,0,0,0,1,0,0,0
1553803133,620,2019,3,28,19,58,53,2,1,0,0,0,1,0,0,0
1553806453,3690,2019,3,28,20,54,13,2,1,0,0,0,1,0,0,0
1553820373,720,2019,3,29,0,46,13,2,1,0,0,0,1,0,0,0
1553822563,850,2019,3,29,1,22,43,2,1,0,0,0,1,0,0,0
1553826303,2380,2019,3,29,2,25,3,2,1,0,0,0,1,0,0,0
1553830123,3170,2019,3,29,3,28,43,3,1,0,0,0,1,1,0,0
1553834833,2470,2019,3,29,4,47,13,2,1,0,0,0,1,0,0,0
1553840663,780,2019,3,29,6,24,23,2,1,0,0,0,1,0,0,0
1553842713,1270,2019,3,29,6,58,33,3,1,0,0,0,1,1,0,0
1553844643,3280,2019,3,29,7,30,43,2,1,0,0,0,1,0,0,0
1553848863,3970,2019,3,29,8,41,3,2,1,0,0,0,1,0,0,0
1553857433,10610,2019,3,29,11,3,53,2,1,0,0,0,1,0,0,0
1553876083,1480,2019,3,29,16,14,43,2,1,0,0,0,1,0,0,0
1553878183,1950,2019,3,29,16,49,43,2,1,0,0,0,1,0,0,0
1553885703,1940,2019,3,29,18,55,3,2,1,0,0,0,1,0,0,0
1553891883,1550,2019,3,29,20,38,3,2,1,0,0,0,1,0,0,0
1553893803,1760,2019,3,29,21,10,3,2,1,0,0,0,1,0,0,0
1553896773,3240,2019,3,29,21,59,33,3,1,0,0,0,1,0,0,0
1553902683,7940,2019,3,29,23,38,3,2,1,0,0,0,1,0,0,0
1553915783,1540,2019,3,30,3,16,23,2,1,0,0,0,1,0,0,0
1553923133,2060,2019,3,30,5,18,53,2,1,0,0,0,1,0,0,0
1553933283,1420,2019,3,30,8,8,3,2,1,0,0,0,1,0,0,0
1553942233,950,2019,3,30,10,37,13,2,1,0,0,0,1,0,0,0
1553958273,1600,2019,3,30,15,4,33,2,1,0,0,0,1,0,0,0
1553961943,1610,2019,3,30,16,5,43,2,1,0,0,0,1,0,0,0
1553973433,1040,2019,3,30,19,17,13,2,1,0,0,0,1,0,0,0
1553976633,3860,2019,3,30,20,10,33,2,1,0,0,0,1,0,0,0
1553983303,1260,2019,3,30,22,1,43,2,1,0,0,0,1,0,0,0
1553985713,710,2019,3,30,22,41,53,2,1,0,0,0,1,0,0,0
1553992463,2700,2019,3,31,0,34,23,2,1,0,0,0,1,0,0,0
1553996023,820,2019,3,31,1,33,43,2,1,0,0,0,1,0,0,0
1553997163,1110,2019,3,31,1,52,43,2,1,0,0,0,1,0,0,0
1554014963,5500,2019,3,31,6,49,23,2,1,0,0,0,1,0,0,0
1554023533,1250,2019,3,31,9,12,13,2,1,0,0,0,1,0,0,0
1554028113,2510,2019,3,31,10,28,33,3,1,0,0,0,1,0,0,0
1554032253,1680,2019,3,31,11,37,33,2,1,0,0,0,1,0,0,0
1554035103,1600,2019,3,31,12,25,3,2,1,0,0,0,1,0,0,0
1554039913,5180,2019,3,31,13,45,13,2,1,0,0,0,1,0,0,0
1554059393,1170,2019,3,31,19,9,53,2,1,0,0,0,1,0,0,0
1554065203,1510,2019,3,31,20,46,43,2,1,0,0,0,1,0,0,0
1554071213,890,2019,3,31,22,26,53,2,1,0,0,0,1,0,0,0
1554073723,670,2019,3,31,23,8,43,2,1,0,0,0,1,0,0,0
1554079293,1990,2019,4,1,0,41,33,2,1,0,0,0,1,0,0,0
1554084653,2310,2019,4,1,2,10,53,2,1,0,0,0,1,0,0,0
1554101173,1150,2019,4,1,6,46,13,2,1,0,0,0,1,0,0,0
1554104963,1190,2019,4,1,7,49,23,2,1,0,0,0,1,0,0,0
1554114063,8150,2019,4,1,10,21,3,2,1,0,0,0,1,0,0,0
1554123153,1670,2019,4,1,12,52,33,2,1,0,0,0,1,0,0,0
1554134433,3850,2019,4,1,16,0,33,2,1,0,0,0,1,0,0,0
1554138623,1690,2019,4,1,17,10,23,2,1,0,0,0,1,0,0,0
1554181703,1630,2019,4,2,5,8,23,2,1,0,0,0,1,0,0,0
1554187443,980,2019,4,2,6,44,3,2,1,0,0,0,1,0,0,0
1554194343,1900,2019,4,2,8,39,3,2,1,0,0,0,1,0,0,0
1554234913,2690,2019,4,2,19,55,13,2,1,0,0,0,1,0,0,0
1554255353,1350,2019,4,3,1,35,53,2,1,0,0,0,1,0,0,0
1554276803,1930,2019,4,3,7,33,23,2,1,0,0,0,1,0,0,0
1554280333,3640,2019,4,3,8,32,13,2,1,0,0,0,1,0,0,0
1554286013,5670,2019,4,3,10,6,53,2,1,0,0,0,1,0,0,0
1554297233,5190,2019,4,3,13,13,53,2,1,0,0,0,1,0,0,0
1554303083,4780,2019,4,3,14,51,23,2,1,0,0,0,1,0,0,0
1554310703,1480,2019,4,3,16,58,23,2,1,0,0,0,1,0,0,0
1554334203,2650,2019,4,3,23,30,3,2,1,0,0,0,1,0,0,0
1554342883,2020,2019,4,4,1,54,43,2,1,0,0,0,1,0,0,0
1554346133,1740,2019,4,4,2,48,53,2,1,0,0,0,1,0,0,0
1554367373,1510,2019,4,4,8,42,53,2,1,0,0,0,1,0,0,0
1554369703,1950,2019,4,4,9,21,43,2,1,0,0,0,1,0,0,0
1554372153,1110,2019,4,4,10,2,33,2,1,0,0,0,1,0,0,0
1554385963,3910,2019,4,4,13,52,43,3,1,1,0,0,1,0,0,0
1554390603,6500,2019,4,4,15,10,3,3,1,1,0,0,1,0,0,0
1554399260,3363,2019,4,4,17,34,20,3,1,1,0,0,1,0,0,0
1554415373,1520,2019,4,4,22,2,53,2,1,0,0,0,1,0,0,0
1554421283,7380,2019,4,4,23,41,23,2,1,0,0,0,1,0,0,0
1554430283,3300,2019,4,5,2,11,23,2,1,0,0,0,1,0,0,0
1554435553,720,2019,4,5,3,39,13,2,1,0,0,0,1,0,0,0
1554437883,740,2019,4,5,4,18,3,2,1,0,0,0,1,0,0,0
1554442773,850,2019,4,5,5,39,33,2,1,0,0,0,1,0,0,0
1554452033,2390,2019,4,5,8,13,53,2,1,0,0,0,1,0,0,0
1554459953,2270,2019,4,5,10,25,53,2,1,0,0,0,1,0,0,0
1554462733,1720,2019,4,5,11,12,13,3,1,0,0,0,1,1,0,0
1554467503,3600,2019,4,5,12,31,43,2,1,0,0,0,1,0,0,0
1554473243,1100,2019,4,5,14,7,23,2,1,0,0,0,1,0,0,0
1554475813,840,2019,4,5,14,50,13,2,1,0,0,0,1,0,0,0
1554477603,7590,2019,4,5,15,20,3,2,1,0,0,0,1,0,0,0
1554489683,800,2019,4,5,18,41,23,2,1,0,0,0,1,0,0,0
1554529573,1370,2019,4,6,5,46,13,2,1,0,0,0,1,0,0,0
1554539773,3600,2019,4,6,8,36,13,2,1,0,0,0,1,0,0,0
1554552803,2140,2019,4,6,12,13,23,3,1,0,0,0,1,0,1,0
1554555623,660,2019,4,6,13,0,23,2,1,0,0,0,1,0,0,0
1554592733,2850,2019,4,6,23,18,53,3,1,0,0,0,1,1,0,0
1554597193,1790,2019,4,7,0,33,13,2,1,0,0,0,1,0,0,0
1554607793,1110,2019,4,7,3,29,53,2,1,0,0,0,1,0,0,0
1554618153,2170,2019,4,7,6,22,33,2,1,0,0,0,1,0,0,0
1554621253,1880,2019,4,7,7,14,13,2,1,0,0,0,1,0,0,0
1554623673,720,2019,4,7,7,54,33,2,1,0,0,0,1,0,0,0
1554625053,6890,2019,4,7,8,17,33,2,1,0,0,0,1,0,0,0
1554634963,1100,2019,4,7,11,2,43,3,1,0,0,0,1,0,1,0
1554640163,930,2019,4,7,12,29,23,2,1,0,0,0,1,0,0,0
1554641773,1120,2019,4,7,12,56,13,2,1,0,0,0,1,0,0,0
1554646373,5610,2019,4,7,14,12,53,4,1,0,0,0,1,0,1,0
1554652563,2430,2019,4,7,15,56,3,2,1,0,0,0,1,0,0,0
1554660673,2660,2019,4,7,18,11,13,2,1,0,0,0,1,0,0,0
1554665093,2890,2019,4,7,19,24,53,2,1,0,0,0,1,0,0,0
1554668663,4570,2019,4,7,20,24,23,2,1,0,0,0,1,0,0,0
1554855433,3440,2019,4,10,0,17,13,3,1,1,0,0,1,0,0,0
1554861853,2450,2019,4,10,2,4,13,5,1,1,1,0,1,1,0,0
1554864793,5590,2019,4,10,2,53,13,5,1,1,1,0,1,1,0,0
1554879303,2180,2019,4,10,6,55,3,2,1,0,0,0,1,0,0,0
1554888153,3390,2019,4,10,9,22,33,3,1,1,0,0,1,0,0,0
1554899413,1570,2019,4,10,12,30,13,2,1,1,0,0,0,0,0,0
1554911333,770,2019,4,10,15,48,53,2,1,0,0,0,1,0,0,0
1554925153,3020,2019,4,10,19,39,13,2,1,0,0,0,1,0,0,0
1554935063,940,2019,4,10,22,24,23,3,1,1,0,0,1,0,0,0
1554945793,890,2019,4,11,1,23,13,2,1,0,0,0,1,0,0,0
1554947813,2680,2019,4,11,1,56,53,3,1,1,0,0,1,0,0,0
1554957393,1700,2019,4,11,4,36,33,2,1,0,0,0,1,0,0,0
1554961683,1770,2019,4,11,5,48,3,5,1,1,1,0,1,0,1,0
1554976343,1730,2019,4,11,9,52,23,2,1,0,0,0,1,0,0,0
1554979783,2490,2019,4,11,10,49,43,2,1,0,0,0,1,0,0,0
1554985723,3160,2019,4,11,12,28,43,3,1,1,0,0,1,0,0,0
1554989863,7010,2019,4,11,13,37,43,2,1,0,0,0,1,0,0,0
1555004353,1040,2019,4,11,17,39,13,2,1,0,0,0,1,0,0,0
1555014653,1660,2019,4,11,20,30,53,4,1,1,1,0,1,0,0,0
1555023683,1320,2019,4,11,23,1,23,5,1,1,1,0,1,0,1,0
1555045923,1620,2019,4,12,5,12,3,2,1,0,0,0,1,0,0,0
1555047873,27060,2019,4,12,5,44,33,4,1,1,1,0,1,0,0,0
1555077763,1910,2019,4,12,14,2,43,3,1,1,0,0,1,0,0,0
1555098443,2300,2019,4,12,19,47,23,4,1,1,0,0,1,0,0,0
1555101963,690,2019,4,12,20,46,3,3,1,1,0,0,1,0,0,0
1555103123,860,2019,4,12,21,5,23,3,1,1,0,0,1,0,0,0
1555108353,2340,2019,4,12,22,32,33,4,1,1,1,0,1,0,0,0
1555112433,1690,2019,4,12,23,40,33,2,1,0,0,0,1,0,0,0
1555115633,1490,2019,4,13,0,33,53,2,1,0,0,0,1,0,0,0
1555118703,920,2019,4,13,1,25,3,4,1,1,1,0,1,0,0,0
1555126503,1562,2019,4,13,3,35,3,4,1,1,0,0,1,0,1,0
1555141833,990,2019,4,13,7,50,33,2,1,0,0,0,1,0,0,0
1555145903,940,2019,4,13,8,58,23,2,1,0,0,0,1,0,0,0
1555164563,1730,2019,4,13,14,9,23,2,1,0,0,0,1,0,0,0
1555185273,700,2019,4,13,19,54,33,2,1,0,0,0,1,0,0,0
1555188503,3270,2019,4,13,20,48,23,3,1,1,0,0,1,0,0,0
1555193823,680,2019,4,13,22,17,3,2,1,0,0,0,1,0,0,0
1555195383,1352,2019,4,13,22,43,3,5,1,1,1,0,1,0,1,0
1555202893,770,2019,4,14,0,48,13,3,1,1,0,0,1,0,0,0
1555213883,630,2019,4,14,3,51,23,2,1,0,0,0,1,0,0,0
1555217103,970,2019,4,14,4,45,3,2,1,0,0,0,1,0,0,0
1555219153,1290,2019,4,14,5,19,13,4,1,1,0,0,1,0,1,0
1555226783,950,2019,4,14,7,26,23,3,1,1,0,0,1,0,0,0
1555231423,6740,2019,4,14,8,43,43,4,1,1,0,0,1,0,1,0
1555238493,10000,2019,4,14,10,41,33,4,1,1,1,0,1,0,0,0
1555249623,1560,2019,4,14,13,47,3,3,1,1,0,0,1,0,0,0
1555254025,2950,2019,4,14,15,0,25,5,1,1,1,0,1,0,1,0
1555257643,3620,2019,4,14,16,0,43,3,1,0,0,0,1,0,1,0
1555261713,1080,2019,4,14,17,8,33,3,1,1,0,0,1,0,0,0
1555263143,660,2019,4,14,17,32,23,2,1,1,0,0,0,0,0,0
1555264653,4200,2019,4,14,17,57,33,6,1,1,1,0,1,1,1,0
1555269433,3220,2019,4,14,19,17,13,2,1,0,0,0,1,0,0,0
1555273363,3840,2019,4,14,20,22,43,2,1,0,0,0,1,0,0,0
1555278213,1150,2019,4,14,21,43,33,2,1,0,0,0,1,0,0,0
1555288243,650,2019,4,15,0,30,43,2,1,0,0,0,1,0,0,0
1555301973,2680,2019,4,15,4,19,33,3,1,1,0,0,1,0,0,0
1555311223,2900,2019,4,15,6,53,43,2,1,0,0,0,1,0,0,0
1555314765,1518,2019,4,15,7,52,45,6,1,1,1,0,1,1,1,0
1555316723,950,2019,4,15,8,25,23,3,1,1,0,0,1,0,0,0
1555320953,830,2019,4,15,9,35,53,2,1,0,0,0,1,0,0,0
1555323043,880,2019,4,15,10,10,43,2,1,0,0,0,1,0,0,0
1555327243,1150,2019,4,15,11,20,43,2,1,0,0,0,1,0,0,0
1555337843,12420,2019,4,15,14,17,23,4,1,1,1,0,1,0,0,0
1555350793,1520,2019,4,15,17,53,13,3,1,1,0,0,1,0,0,0
1555356273,670,2019,4,15,19,24,33,2,1,0,0,0,1,0,0,0
1555361693,910,2019,4,15,20,54,53,2,1,0,0,0,1,0,0,0
1555363463,3930,2019,4,15,21,24,23,2,1,0,0,0,1,0,0,0
1555368113,2050,2019,4,15,22,41,53,2,1,0,0,0,1,0,0,0
1555370823,2370,2019,4,15,23,27,3,2,1,0,0,0,1,0,0,0
1555375053,1850,2019,4,16,0,37,33,2,1,0,0,0,1,0,0,0
1555378403,770,2019,4,16,1,33,23,2,1,0,0,0,1,0,0,0
1555382393,1450,2019,4,16,2,39,53,2,1,0,0,0,1,0,0,0
1555391223,3560,2019,4,16,5,7,3,2,1,0,0,0,1,0,0,0
1555395753,2300,2019,4,16,6,22,33,2,1,0,0,0,1,0,0,0
1555399163,1370,2019,4,16,7,19,23,2,1,0,0,0,1,0,0,0
1555400913,14150,2019,4,16,7,48,33,2,1,0,0,0,1,0,0,0
1555427473,4572,2019,4,16,15,11,13,6,1,1,1,0,1,1,1,0
1555433713,1190,2019,4,16,16,55,13,2,1,0,0,0,1,0,0,0
1555438303,2130,2019,4,16,18,11,43,3,1,0,0,0,1,0,0,1
1555440853,910,2019,4,16,18,54,13,3,1,0,0,0,1,0,0,1
1555442823,1310,2019,4,16,19,27,3,3,1,0,0,0,1,0,0,1
1555444693,1280,2019,4,16,19,58,13,2,1,0,0,0,1,0,0,0
1555447273,9940,2019,4,16,20,41,13,5,1,1,1,0,1,0,0,1
1555461003,2020,2019,4,17,0,30,3,3,1,0,0,0,1,0,0,1
1555464993,2000,2019,4,17,1,36,33,3,1,0,0,0,1,0,0,1
1555468213,970,2019,4,17,2,30,13,4,1,1,0,0,1,0,0,1
1555470223,660,2019,4,17,3,3,43,7,1,1,1,0,1,1,1,1
1555481583,1260,2019,4,17,6,13,3,3,1,0,0,0,1,0,0,1
1555484843,1570,2019,4,17,7,7,23,2,1,0,0,0,1,0,0,0
1555527183,830,2019,4,17,18,53,3,3,1,0,0,0,1,0,0,1
1555528383,3900,2019,4,17,19,13,3,5,1,1,0,0,1,0,1,1
1555532743,1780,2019,4,17,20,25,43,3,1,0,0,0,1,0,0,1
1555535403,1080,2019,4,17,21,10,3,3,1,0,0,0,1,0,0,1
1555539303,1400,2019,4,17,22,15,3,3,1,0,0,0,1,0,0,1
1555541013,6800,2019,4,17,22,43,33,3,1,0,0,0,1,0,0,1
1555549143,780,2019,4,18,0,59,3,3,1,0,0,0,1,0,0,1
1555553153,1800,2019,4,18,2,5,53,3,1,0,0,0,1,0,0,1
1555559853,1460,2019,4,18,3,57,33,2,1,0,0,0,1,0,0,0
1555561893,870,2019,4,18,4,31,33,4,1,1,0,0,1,0,0,1
1555563103,960,2019,4,18,4,51,43,3,1,0,0,0,1,0,0,1
1555570853,2070,2019,4,18,7,0,53,5,1,1,0,0,1,0,0,1
1555573403,950,2019,4,18,7,43,23,3,1,0,0,0,1,0,0,1
1555575653,1040,2019,4,18,8,20,53,2,1,0,0,0,1,0,0,0
1555577543,6020,2019,4,18,8,52,23,3,1,0,0,0,1,0,0,1
1555584373,830,2019,4,18,10,46,13,2,1,0,0,0,0,0,0,1
1555585513,18520,2019,4,18,11,5,13,3,1,0,0,0,1,0,0,1
1555605253,1770,2019,4,18,16,34,13,3,1,0,0,0,1,0,0,1
1555607523,40430,2019,4,18,17,12,3,3,1,0,0,0,1,0,0,1
1555648373,1500,2019,4,19,4,32,53,2,1,0,0,0,0,0,0,1
1555652073,4090,2019,4,19,5,34,33,4,1,0,0,0,1,0,0,1
1555661233,2570,2019,4,19,8,7,13,3,1,0,0,0,1,0,0,1
1555666543,4630,2019,4,19,9,35,43,5,1,1,0,0,1,0,1,1
1555673533,15060,2019,4,19,11,32,13,6,1,1,1,0,1,0,1,1
1555688923,2930,2019,4,19,15,48,43,6,1,1,1,0,1,0,1,1
1555693403,3500,2019,4,19,17,3,23,6,1,1,1,0,1,0,1,1
1555698253,4380,2019,4,19,18,24,13,6,1,1,1,0,1,0,1,1
1555713613,870,2019,4,19,22,40,13,6,1,1,1,0,1,0,1,1
1555716123,960,2019,4,19,23,22,3,6,1,1,1,0,1,0,1,1
1555724493,3060,2019,4,20,1,41,33,4,1,0,0,0,1,0,1,1
1555730823,1780,2019,4,20,3,27,3,5,1,1,1,0,1,0,0,1
1555736873,1470,2019,4,20,5,7,53,3,1,0,0,0,1,0,0,1
1555739183,1060,2019,4,20,5,46,23,3,1,0,0,0,1,0,0,1
1555742413,1000,2019,4,20,6,40,13,3,1,0,0,0,1,0,0,1
1555744163,1110,2019,4,20,7,9,23,4,1,1,0,0,1,0,0,1
1555746383,1820,2019,4,20,7,46,23,4,1,1,0,0,1,0,0,1
1555751153,1010,2019,4,20,9,5,53,3,1,0,0,0,1,0,0,1
1555761593,3280,2019,4,20,11,59,53,5,1,1,1,0,1,0,0,1
1555766693,1700,2019,4,20,13,24,53,3,1,0,0,0,1,0,0,1
1555768793,1310,2019,4,20,13,59,53,3,1,0,0,0,1,0,0,1
1555770793,650,2019,4,20,14,33,13,3,1,0,0,0,1,0,0,1
1555772173,2070,2019,4,20,14,56,13,6,1,1,0,0,1,0,0,1
1555778133,770,2019,4,20,16,35,33,3,1,1,0,0,0,0,0,1
1555783193,1340,2019,4,20,17,59,53,2,1,0,0,0,0,0,0,1
1555788693,1270,2019,4,20,19,31,33,2,1,0,0,0,0,0,0,1
1555791853,980,2019,4,20,20,24,13,3,1,0,0,0,1,0,0,1
1555796543,890,2019,4,20,21,42,23,3,1,0,0,0,1,0,0,1
1555807943,770,2019,4,21,0,52,23,2,1,0,0,0,0,0,0,1
1555812653,980,2019,4,21,2,10,53,2,1,0,0,0,0,0,0,1
